01351,Montague,MA,USA,Franklin,42.54282,-72.51905
01354,Gill,MA,USA,Franklin,42.63366,-72.51108
01355,New Salem,MA,USA,Franklin,42.45289,-72.33044
01360,Northfield,MA,USA,Franklin,42.67575,-72.44594
01364,Orange,MA,USA,Franklin,42.61292,-72.29241
01366,Petersham,MA,USA,Worcester,42.48054,-72.18777
01367,Rowe,MA,USA,Franklin,42.6958,-72.91185
01368,Royalston,MA,USA,Worcester,42.68082,-72.18602
01370,Shelburne Falls,MA,USA,Franklin,42.59655,-72.72864
01373,South Deerfield,MA,USA,Franklin,42.47292,-72.61562
01375,Sunderland,MA,USA,Franklin,42.46511,-72.55461
01376,Turners Falls,MA,USA,Franklin,42.59533,-72.55579
01378,Warwick,MA,USA,Franklin,42.6748,-72.34581
01379,Wendell,MA,USA,Franklin,42.55285,-72.40252
01420,Fitchburg,MA,USA,Worcester,42.58578,-71.81662
01430,Ashburnham,MA,USA,Worcester,42.66019,-71.92369
01431,Ashby,MA,USA,Middlesex,42.67652,-71.82323
01432,Ayer,MA,USA,Middlesex,42.56467,-71.57139
01434,Devens,MA,USA,Worcester,42.53854,-71.6115
01436,Baldwinville,MA,USA,Worcester,42.60547,-72.08848
01438,East Templeton,MA,USA,Worcester,42.5618,-72.0317
01440,Gardner,MA,USA,Worcester,42.58738,-71.98648
01450,Groton,MA,USA,Middlesex,42.61368,-71.56142
01451,Harvard,MA,USA,Worcester,42.50124,-71.57378
01452,Hubbardston,MA,USA,Worcester,42.48379,-72.00514
01453,Leominster,MA,USA,Worcester,42.51863,-71.76138
01460,Littleton,MA,USA,Middlesex,42.53501,-71.4891
01462,Lunenburg,MA,USA,Worcester,42.58968,-71.7199
01463,Pepperell,MA,USA,Middlesex,42.67127,-71.60426
01464,Shirley,MA,USA,Middlesex,42.57331,-71.64837
01467,Still River,MA,USA,Worcester,42.48772,-71.61729
01468,Templeton,MA,USA,Worcester,42.55208,-72.06894
01469,Townsend,MA,USA,Middlesex,42.66673,-71.69396
01473,Westminster,MA,USA,Worcester,42.55122,-71.90266
01474,West Townsend,MA,USA,Middlesex,42.66784,-71.75221
01475,Winchendon,MA,USA,Worcester,42.66667,-72.04899
01501,Auburn,MA,USA,Worcester,42.1972,-71.84534
01503,Berlin,MA,USA,Worcester,42.38378,-71.63551
01504,Blackstone,MA,USA,Worcester,42.0399,-71.53122
01505,Boylston,MA,USA,Worcester,42.35633,-71.72123
01506,Brookfield,MA,USA,Worcester,42.19365,-72.10441
01507,Charlton,MA,USA,Worcester,42.13509,-71.96803
01510,Clinton,MA,USA,Worcester,42.4119,-71.68882
01515,East Brookfield,MA,USA,Worcester,42.20328,-72.0467
01516,Douglas,MA,USA,Worcester,42.05284,-71.75092
01518,Fiskdale,MA,USA,Worcester,42.12349,-72.11861
01519,Grafton,MA,USA,Worcester,42.2011,-71.68019
01520,Holden,MA,USA,Worcester,42.33536,-71.85284
01521,Holland,MA,USA,Hampden,42.06012,-72.16592
01522,Jefferson,MA,USA,Worcester,42.38137,-71.86913
01523,Lancaster,MA,USA,Worcester,42.47971,-71.67844
01524,Leicester,MA,USA,Worcester,42.24923,-71.91983
01525,Linwood,MA,USA,Worcester,42.10683,-71.63236
01527,Millbury,MA,USA,Worcester,42.19218,-71.77416
01529,Millville,MA,USA,Worcester,42.03905,-71.57766
01531,New Braintree,MA,USA,Worcester,42.31929,-72.12795
01532,Northborough,MA,USA,Worcester,42.32315,-71.64621
01534,Northbridge,MA,USA,Worcester,42.14043,-71.643
01535,North Brookfield,MA,USA,Worcester,42.2695,-72.07795
01536,North Grafton,MA,USA,Worcester,42.23236,-71.69101
01537,North Oxford,MA,USA,Worcester,42.16157,-71.89148
01540,Oxford,MA,USA,Worcester,42.11634,-71.85733
01541,Princeton,MA,USA,Worcester,42.45649,-71.88128
01542,Rochdale,MA,USA,Worcester,42.20187,-71.91079
01543,Rutland,MA,USA,Worcester,42.38482,-71.96727
01545,Shrewsbury,MA,USA,Worcester,42.28423,-71.71554
01550,Southbridge,MA,USA,Worcester,42.06039,-72.03377
01560,South Grafton,MA,USA,Worcester,42.17496,-71.67756
01561,South Lancaster,MA,USA,Worcester,42.44395,-71.6855
01562,Spencer,MA,USA,Worcester,42.24715,-71.99189
01564,Sterling,MA,USA,Worcester,42.44124,-71.77297
01566,Sturbridge,MA,USA,Worcester,42.1024,-72.08116
01568,Upton,MA,USA,Worcester,42.17702,-71.60467
01569,Uxbridge,MA,USA,Worcester,42.05873,-71.63708
01570,Webster,MA,USA,Worcester,42.05206,-71.8485
01571,Dudley,MA,USA,Worcester,42.05501,-71.93519
01581,Westborough,MA,USA,Worcester,42.26816,-71.61402
01583,West Boylston,MA,USA,Worcester,42.37025,-71.78499
01585,West Brookfield,MA,USA,Worcester,42.24152,-72.16193
01588,Whitinsville,MA,USA,Worcester,42.11992,-71.66955
01590,Sutton,MA,USA,Worcester,42.13395,-71.75087
01602,Worcester,MA,USA,Worcester,42.27223,-71.84951
01603,Worcester,MA,USA,Worcester,42.24406,-71.84445
01604,Worcester,MA,USA,Worcester,42.25146,-71.76773
01605,Worcester,MA,USA,Worcester,42.28947,-71.78751
01606,Worcester,MA,USA,Worcester,42.31444,-71.79556
01607,Worcester,MA,USA,Worcester,42.22748,-71.78877
01608,Worcester,MA,USA,Worcester,42.26185,-71.80162
01609,Worcester,MA,USA,Worcester,42.28645,-71.82895
01610,Worcester,MA,USA,Worcester,42.24674,-71.80966
01611,Cherry Valley,MA,USA,Worcester,42.23829,-71.87726
01612,Paxton,MA,USA,Worcester,42.31035,-71.93077
